n,pmid,id,source,doi_publication,title,authorString,journalTitle,pubYear,journalIssn,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,journalVolume,pageInfo,pmcid,pmcid_,pmcid_pmc,pmcid_uid,doi.y,filename,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,is_success,true_open_data,doi_open_data,study_type,dataset_type,Notes,FAIR_level,FAIRness,Findability,Accesibility,Interoperability,Reusability,Findability_level,Accesibility_level,Interoperability_level,Reusability_level,FsF_F1_01D,FsF_F1_02D,FsF_F2_01M,FsF_F3_01M,FsF_F4_01M,FsF_A1_01M,FsF_A1_03D,FsF_A1_02M,FsF_I1_01M,FsF_I1_02M,FsF_I3_01M,FsF_R1_01MD,FsF_R1.1_01M,FsF_R1.2_01M,FsF_R1.3_01M,FsF_R1.3_02D
4546,32813842,32813842,MED,10.1590/1678-7757-2020-0332,Evaluation of reservoirs in bleaching trays for at-home bleaching: a split-mouth single-blind randomized controlled equivalence trial.,"Martini EC, Favoreto MW, Coppla FM, Loguercio AD, Reis A.",J Appl Oral Sci,2020,1678-7757; 1678-7765; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-20,2020-08-17,NA,28,e20200332,PMC7433864,7433864,,7433864,10.1590/1678-7757-2020-0332,PMC 7433864.xml,TRUE,TRUE,10.1590/1678-7757-2020-0332,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547,32813876,32813876,MED,10.1002/jdd.12364,The impacts of the COVID-19 pandemic on the teaching of dentistry in Brazil.,"Spanemberg JC, Simões CC, Cardoso JA.",J Dent Educ,2020,0022-0337; 1930-7837; ,brief-report; journal article,Y,Y,N,Y,N,N,8,Y,Y,N,Y,N,2020-08-20,2020-08-19,11,84,1185-1187,PMC7461196,7461196,,7461196,10.1002/jdd.12364,PMC 7461196.xml,TRUE,TRUE,10.1002/jdd.12364,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,32815046,32815046,MED,10.1186/s40729-020-00239-1,Effects of implant thread design on primary stability-a comparison between single- and double-threaded implants in an artificial bone model.,"Yamaguchi Y, Shiota M, Fujii M, Shimogishi M, Munakata M.",Int J Implant Dent,2020,2198-4034,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2020-08-21,2020-08-20,1,6,42,PMC7438427,7438427,,7438427,10.1186/s40729-020-00239-1,PMC 7438427.xml,TRUE,TRUE,10.1186/s40729-020-00239-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,32815633,32815633,MED,10.1111/scd.12510,Dental services during the COVID-19 pandemic: A tertiary care hospital experience.,"Umer F, Motiwala M.",Spec Care Dentist,2020,0275-1879; 1754-4505; ,review-article; review; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-21,2020-08-20,5,40,431-436,PMC7461301,7461301,,7461301,10.1111/scd.12510,PMC 7461301.xml,TRUE,FALSE,10.1111/scd.12510,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,32816373,32816373,MED,10.1111/odi.13619,Specimen-driven intraoperative assessment of resection margins should be standard of care for oral cancer patients.,"Aaboubout Y, Ten Hove I, Smits RWH, Hardillo JA, Puppels GJ, Koljenovic S.",Oral Dis,2021,1354-523x; 1601-0825; ,review-article; review; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2020-08-21,2020-09-13,1,27,111-116,PMC7821253,7821253,,7821253,10.1111/odi.13619,PMC 7821253.xml,TRUE,TRUE,10.1111/odi.13619,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,32818564,32818564,MED,10.1016/j.joen.2020.08.001,Resumption of Endodontic Practices in COVID-19 Hardest-Hit Area of China: A Web-based Survey.,"Yu J, Hua F, Shen Y, Haapasalo M, Qin D, Zhao D, Peng B, Fouad AF.",J Endod,2020,0099-2399; 1878-3554; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-21,2020-08-18,11,46,1577-1583.e2,PMC7431398,7431398,,7431398,10.1016/j.joen.2020.08.001,PMC 7431398.xml,TRUE,TRUE,10.1016/j.joen.2020.08.001,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,32819330,32819330,MED,10.1186/s12903-020-01215-2,Examination of inter-rater and intra-rater reliability during retentive force measurement of different clasps using the developed small-sized retentive force measurement device.,"Akiyama H, Sakamoto M, Akama R, Takei J.",BMC Oral Health,2020,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-22,2020-08-20,1,20,228,PMC7441623,7441623,,7441623,10.1186/s12903-020-01215-2,PMC 7441623.xml,TRUE,TRUE,10.1186/s12903-020-01215-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,32819333,32819333,MED,10.1186/s12903-020-01195-3,Parental acceptance of silver Diamine fluoride application on primary dentition: a systematic review and meta-analysis.,"Sabbagh H, Othman M, Khogeer L, Al-Harbi H, Al Harthi A, Abdulgader Yaseen Abdulgader A.",BMC Oral Health,2020,1472-6831,meta-analysis; research-article; systematic review; journal article,Y,Y,N,Y,N,Y,2,Y,Y,N,Y,N,2020-08-22,2020-08-20,1,20,227,PMC7439720,7439720,,7439720,10.1186/s12903-020-01195-3,PMC 7439720.xml,TRUE,TRUE,10.1186/s12903-020-01195-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,32819351,32819351,MED,10.1186/s12903-020-01219-y,"Periodontal status, perceived stress, diabetes mellitus and oral hygiene care on quality of life: a structural equation modelling analysis.","Machado V, Botelho J, Proença L, Alves R, Oliveira MJ, Amaro L, Águas A, Mendes JJ.",BMC Oral Health,2020,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,N,N,2020-08-22,2020-08-20,1,20,229,PMC7441730,7441730,,7441730,10.1186/s12903-020-01219-y,PMC 7441730.xml,TRUE,TRUE,10.1186/s12903-020-01219-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,32819403,32819403,MED,10.1186/s13005-020-00232-4,Simvastatin induces adverse effects on proliferation and mineralization of human primary osteoblasts.,"Sabandal MMI, Schäfer E, Aed J, Jung S, Kleinheinz J, Sielker S.",Head Face Med,2020,1746-160x,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-22,2020-08-20,1,16,18,PMC7439668,7439668,,7439668,10.1186/s13005-020-00232-4,PMC 7439668.xml,TRUE,TRUE,10.1186/s13005-020-00232-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,32820432,32820432,MED,10.1007/s00784-020-03501-3,Leptin reduces in vitro cementoblast mineralization and survival as well as induces PGE2 release by ERK1/2 commitment.,"Ruiz-Heiland G, Yong JW, von Bremen J, Ruf S.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,Y,N,N,2020-08-22,2020-08-20,4,25,1933-1944,PMC7965856,7965856,,7965856,10.1007/s00784-020-03501-3,PMC 7965856.xml,TRUE,TRUE,10.1007/s00784-020-03501-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,32820433,32820433,MED,10.1007/s00784-020-03512-0,Massive data analyses show negative impact of type 1 and 2 diabetes on the outcome of periodontal treatment.,"Raedel M, Noack B, Priess HW, Bohm S, Walter MH.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-22,2020-08-20,4,25,2037-2043,PMC7966218,7966218,,7966218,10.1007/s00784-020-03512-0,PMC 7966218.xml,TRUE,TRUE,10.1007/s00784-020-03512-0,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,32822615,32822615,MED,10.1016/j.joms.2020.07.027,A Novel Approach to Fiberoptic Intubation in Patients With Coronavirus Disease 2019.,"Emery AR, Saniukovich O, Lang AL, Tannyhill RJ, Wang J.",J Oral Maxillofac Surg,2020,0278-2391; 1531-5053; ,research-article; journal article,Y,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2020-08-22,2020-07-24,12,78,2182.e1-2182.e6,PMC7377997,7377997,,7377997,10.1016/j.joms.2020.07.027,PMC 7377997.xml,TRUE,FALSE,10.1016/j.joms.2020.07.027,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,32825831,32825831,MED,10.1186/s12903-020-01217-0,Use of an oxygen planar optode to assess the effect of high velocity microsprays on oxygen penetration in a human dental biofilms in-vitro.,"Khosravi Y, Kandukuri RDP, Palmer SR, Gloag ES, Borisov SM, Starke EM, Ward MT, Kumar P, de Beer D, Chennu A, Stoodley P.",BMC Oral Health,2020,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2020-08-23,2020-08-21,1,20,230,PMC7441732,7441732,,7441732,10.1186/s12903-020-01217-0,PMC 7441732.xml,TRUE,TRUE,10.1186/s12903-020-01217-0,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,32826859,32826859,MED,10.1038/s41368-020-00090-5,Loss of oral mucosal stem cell markers in oral submucous fibrosis and their reactivation in malignant transformation.,"Sharma M, Fonseca FP, Hunter KD, Radhakrishnan R.",Int J Oral Sci,2020,1674-2818; 2049-3169; ,"research support, non-u.s. gov't; review-article; review; journal article",Y,Y,N,Y,N,Y,3,Y,Y,N,Y,N,2020-08-23,2020-08-21,1,12,23,PMC7442837,7442837,,7442837,10.1038/s41368-020-00090-5,PMC 7442837.xml,TRUE,FALSE,10.1038/s41368-020-00090-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,32827078,32827078,MED,10.1007/s00784-020-03523-x,Fractal dimension in CBCT images as predictor for MRONJ: a retrospective cohort study.,"Bachtler R, Walter C, Schulze RKW.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-23,2020-08-22,4,25,2113-2118,PMC7966145,7966145,,7966145,10.1007/s00784-020-03523-x,PMC 7966145.xml,TRUE,TRUE,10.1007/s00784-020-03523-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,32827080,32827080,MED,10.1007/s00784-020-03514-y,Competing interplay between systemic and periodontal inflammation: obesity overrides the impact of oral periphery.,"Meisel P, Pink C, Pitchika V, Nauck M, Völzke H, Kocher T.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,N,N,2020-08-23,2020-08-22,4,25,2045-2053,PMC8238770,8238770,,8238770,10.1007/s00784-020-03514-y,PMC 8238770.xml,TRUE,TRUE,10.1007/s00784-020-03514-y,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,32827598,32827598,MED,10.1016/j.jdent.2020.103456,Parental-oriented educational mobile messages to aid in the control of early childhood caries in low socioeconomic children: A randomized controlled trial.,"Lotto M, Strieder AP, Ayala Aguirre PE, Oliveira TM, Andrade Moreira Machado MA, Rios D, Cruvinel T.",J Dent,2020,0300-5712; 1879-176x; ,"research support, non-u.s. gov't; research-article; randomized controlled trial; journal article",Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-23,2020-08-20,NA,101,103456,PMC7438225,7438225,,7438225,10.1016/j.jdent.2020.103456,PMC 7438225.xml,TRUE,TRUE,10.1016/j.jdent.2020.103456,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,32828571,32828571,MED,10.1016/j.bjoms.2020.07.042,OMFS moving into the recovery phase of the COVID-19 pandemic - a survey on general practice for elective local anaesthetic procedures.,"Graham C, Mizen KD.",Br J Oral Maxillofac Surg,2020,0266-4356; 1532-1940; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-24,2020-08-12,8,58,1040-1045,PMC7420613,7420613,,7420613,10.1016/j.bjoms.2020.07.042,PMC 7420613.xml,TRUE,FALSE,10.1016/j.bjoms.2020.07.042,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,32828609,32828609,MED,10.1016/j.ajodo.2020.06.028,Urgencies and emergencies in orthodontics during the coronavirus disease 2019 pandemic: Brazilian orthodontists' experience.,"Cotrin P, Peloso RM, Pini NIP, Oliveira RC, de Oliveira RCG, Valarelli FP, Freitas KMS.",Am J Orthod Dentofacial Orthop,2020,0889-5406; 1097-6752; ,research-article; journal article,Y,Y,N,Y,N,N,6,Y,Y,N,Y,N,2020-08-24,2020-08-20,5,158,661-667,PMC7439000,7439000,,7439000,10.1016/j.ajodo.2020.06.028,PMC 7439000.xml,TRUE,TRUE,10.1016/j.ajodo.2020.06.028,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,32830306,32830306,MED,10.1186/s40510-020-00325-5,Evaluation of open bite closure using clear aligners: a retrospective study.,"Harris K, Ojima K, Dan C, Upadhyay M, Alshehri A, Kuo CL, Mu J, Uribe F, Nanda R.",Prog Orthod,2020,1723-7785; 2196-1042; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-24,2020-08-24,1,21,23,PMC7443419,7443419,,7443419,10.1186/s40510-020-00325-5,PMC 7443419.xml,TRUE,TRUE,10.1186/s40510-020-00325-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,32830447,32830447,MED,10.1002/cre2.316,Post-operative discomforts in children after extraction of primary teeth.,"Baillargeau C, Lopez-Cazaux S, Charles H, Ordureau A, Dajean-Trutaud S, Prud'homme T, Hyon I, Soueidan A, Alliot-Licht B, Renard E.",Clin Exp Dent Res,2020,2057-4347,"research support, non-u.s. gov't; research-article; journal article; observational study",Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2020-08-24,2020-08-23,6,6,650-658,PMC7745079,7745079,,7745079,10.1002/cre2.316,PMC 7745079.xml,TRUE,TRUE,10.1002/cre2.316,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,32831085,32831085,MED,10.1186/s12903-020-01220-5,Single application of topical doxycycline in management of recurrent aphthous stomatitis: a systematic review and meta-analysis of the available evidence.,"Al-Maweri SA, Halboub E, Ashraf S, Alqutaibi AY, Qaid NM, Yahya K, Alhajj MN.",BMC Oral Health,2020,1472-6831,meta-analysis; research-article; systematic review; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2020-08-24,2020-08-24,1,20,231,PMC7444455,7444455,,7444455,10.1186/s12903-020-01220-5,PMC 7444455.xml,TRUE,TRUE,10.1186/s12903-020-01220-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,32833820,32833820,MED,10.1097/scs.0000000000006873,Three-Dimensional Cephalometric Analysis: The Changes in Condylar Position Pre- and Post-Orthognathic Surgery With Skeletal Class III Malocclusion.,"Shrestha A, Song SH, Aung HN, Sangwatanakul J, Zhou N.",J Craniofac Surg,2021,1049-2275; 1536-3732; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2020-08-26,2021-03-01,2,32,546-551,PMC7908865,7908865,,7908865,10.1097/SCS.0000000000006873,PMC 7908865.xml,TRUE,TRUE,10.1097/SCS.0000000000006873,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,32833832,32833832,MED,10.1097/scs.0000000000006886,Neuroplastic Surgery Aboard USNS Comfort During the COVID-19 Pandemic in New York City.,"Santiago GF, Anderson DC, Zuckerman SL.",J Craniofac Surg,2020,1049-2275; 1536-3732; ,research-article; journal article,Y,Y,N,Y,N,N,0,N,Y,N,Y,N,2020-08-26,2020-09-01,6,31,e636-e639,PMC7480802,7480802,,7480802,10.1097/SCS.0000000000006886,PMC 7480802.xml,TRUE,TRUE,10.1097/SCS.0000000000006886,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,32833833,32833833,MED,10.1097/scs.0000000000006619,Experience in Neurosurgery During the Prevalence of COVID-19.,"Sheng L, Chen Y, Li H, Wang Z, Bie B, You H, Ye J, Feng J, Zhang C, Li J.",J Craniofac Surg,2020,1049-2275; 1536-3732; ,research-article; journal article,Y,Y,N,Y,N,N,0,N,Y,N,Y,N,2020-08-26,2020-09-01,6,31,e622-e624,PMC7480795,7480795,,7480795,10.1097/SCS.0000000000006619,PMC 7480795.xml,TRUE,FALSE,10.1097/SCS.0000000000006619,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,32839075,32839075,MED,10.1016/j.ajodo.2020.07.014,Changes in orthodontics during the COVID-19 pandemic that have come to stay.,"García-Camba P, Marcianes M, Varela Morales M.",Am J Orthod Dentofacial Orthop,2020,0889-5406; 1097-6752; ,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2020-08-26,2020-07-28,4,158,e1-e3,PMC7386292,7386292,,7386292,10.1016/j.ajodo.2020.07.014,PMC 7386292.xml,TRUE,TRUE,10.1016/j.ajodo.2020.07.014,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,32839833,32839833,MED,10.1007/s00784-020-03533-9,"Clinical outcomes following periodontal surgery and root surface decontamination by erythritol-based air polishing. A randomized, controlled, clinical pilot study.","Cosgarea R, Jepsen S, Fimmers R, Bodea A, Eick S, Sculean A.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-26,2020-08-24,2,25,627-635,PMC7820077,7820077,,7820077,10.1007/s00784-020-03533-9,PMC 7820077.xml,TRUE,TRUE,10.1007/s00784-020-03533-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,32839885,32839885,MED,10.1186/s40729-020-00243-5,"Surface roughness of titanium disks influences the adhesion, proliferation and differentiation of osteogenic properties derived from human.","Martinez MAF, Balderrama ÍF, Karam PSBH, de Oliveira RC, de Oliveira FA, Grandini CR, Vicente FB, Stavropoulos A, Zangrando MSR, Sant'Ana ACP.",Int J Implant Dent,2020,2198-4034,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2020-08-26,2020-08-25,1,6,46,PMC7445212,7445212,,7445212,10.1186/s40729-020-00243-5,PMC 7445212.xml,TRUE,TRUE,10.1186/s40729-020-00243-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,32840680,32840680,MED,10.1007/s00784-020-03524-w,Do different cone beam computed tomography exposure protocols influence subjective image quality prior to and after root canal treatment?,"Yeung AWK, Harper B, Zhang C, Neelakantan P, Bornstein MM.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-26,2020-08-25,4,25,2119-2127,PMC7966640,7966640,,7966640,10.1007/s00784-020-03524-w,PMC 7966640.xml,TRUE,FALSE,10.1007/s00784-020-03524-w,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,32841654,32841654,MED,10.1016/j.joen.2020.08.008,To Drill or Not to Drill: Management of Endodontic Emergencies and In-Process Patients during the COVID-19 Pandemic.,"Patel B, Eskander MA, Ruparel NB.",J Endod,2020,0099-2399; 1878-3554; ,research-article; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2020-08-26,2020-08-22,11,46,1559-1569,PMC7443083,7443083,,7443083,10.1016/j.joen.2020.08.008,PMC 7443083.xml,TRUE,FALSE,10.1016/j.joen.2020.08.008,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,32842987,32842987,MED,10.1186/s12903-020-01213-4,"A behavioural intervention for young adults with dental caries, using acceptance and commitment therapy (ACT): treatment manual and case illustration.","Werner H, Young C, Hakeberg M, Wide U.",BMC Oral Health,2020,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-08-26,1,20,233,PMC7449069,7449069,,7449069,10.1186/s12903-020-01213-4,PMC 7449069.xml,TRUE,TRUE,10.1186/s12903-020-01213-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,32843000,32843000,MED,10.1186/s12903-020-01216-1,"Prevalence of sensitive teeth and associated factors: a multicentre, cross-sectional questionnaire survey in France.","Blaizot A, Offner D, Trohel G, Bertaud V, Bou C, Catteau C, Inquimbert C, Lupi-Pegurier L, Musset AM, Tramini P, Vergnes JN.",BMC Oral Health,2020,1472-6831,"research support, non-u.s. gov't; research-article; multicenter study; journal article",Y,Y,N,Y,N,Y,0,Y,Y,N,Y,N,2020-08-27,2020-08-26,1,20,234,PMC7448347,7448347,,7448347,10.1186/s12903-020-01216-1,PMC 7448347.xml,TRUE,TRUE,10.1186/s12903-020-01216-1,TRUE,"general-purpose repository, data availability statement",FALSE,availability of data and materials the supporting database generated during the current study is hosted by osf io and is available at this doi: 10 17605/osf io/mcjuh ethics approval and consent to participate for this type of street-survey study among healthy adults during the period of construction and conduct of the study approval from an ethics committee was not mandatory in france (this type of study was not classified as biomedical research on human subjects because only interventional research was considered by the french law article l1121-1 of the code de la sante publique corresponding periods: from 26/02/2010 to 01/05/2012: https://www legifrance gouv fr/affichcodearticle do;jsessionid=6f4d8120f50c6db696f9813a21ceccf5 tplgfr33s_3?     availability of data and materials the supporting database generated during the current study is hosted by osf,,TRUE,TRUE,https://doi.org/10.17605/OSF.IO/MCJUH,Clinical,Cross-sectional,xls,initial,41,5,1,1,3,moderate,initial,initial,initial,3,3,2,0,3,0,0,3,3,0,0,1,1,2,1,0
4579,32843024,32843024,MED,10.1186/s12903-020-01211-6,Impact of lactoferrin on bone regenerative processes and its possible implementation in oral surgery - a systematic review of novel studies with metanalysis and metaregression.,"Trybek G, Jedlinski M, Jaron A, Preuss O, Mazur M, Grzywacz A.",BMC Oral Health,2020,1472-6831,meta-analysis; research-article; systematic review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-27,2020-08-26,1,20,232,PMC7448436,7448436,,7448436,10.1186/s12903-020-01211-6,PMC 7448436.xml,TRUE,FALSE,10.1186/s12903-020-01211-6,TRUE,supplement,FALSE,all data extracted from the selected studies are shown in the table 1,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,32844402,32844402,MED,10.1002/jdd.12401,Web-based standardized patient encounters for preclinical dental students during COVID-19 pandemic.,"Omar H, Archer L, Schroeder K, Robinson B.",J Dent Educ,2020,0022-0337; 1930-7837; ,research-article; journal article,Y,Y,N,Y,N,N,1,N,N,N,N,N,2020-08-27,2020-08-26,NA,NA,NA,PMC7461192,7461192,,7461192,10.1002/jdd.12401,PMC 7461192.xml,TRUE,FALSE,10.1002/jdd.12401,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,32844966,32844966,MED,10.1590/2177-6709.25.3.073-084.bbo,"Surgically-assisted rapid maxillary expansion (SARME): indications, planning and treatment of severe maxillary deficiency in an adult patient.","Loriato L, Ferreira CE.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,73-84,PMC7437145,7437145,,7437145,10.1590/2177-6709.25.3.073-084.bbo,PMC 7437145.xml,TRUE,FALSE,10.1590/2177-6709.25.3.073-084.bbo,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,32844967,32844967,MED,10.1590/2177-6709.25.3.007-008.edt,Covid 19 pandemic unveiling the opportunities and challenges in orthodontic training.,Artese F.,Dental Press J Orthod,2020,2176-9451; 2177-6709; ,editorial; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-27,2020-05-01,3,25,7-8,PMC7437148,7437148,,7437148,10.1590/2177-6709.25.3.007-008.edt,PMC 7437148.xml,TRUE,FALSE,10.1590/2177-6709.25.3.007-008.edt,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,32844968,32844968,MED,10.1590/2177-6709.25.3.085-092.sar,Adult mesenchymal stem cells and their possibilities for Dentistry: what to expect?,"Ferreira JRM, Greck AP.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,85-92,PMC7437147,7437147,,7437147,10.1590/2177-6709.25.3.085-092.sar,PMC 7437147.xml,TRUE,TRUE,10.1590/2177-6709.25.3.085-092.sar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,32844969,32844969,MED,10.1590/2177-6709.25.3.065-072.oar,Complications encountered during Forsus Fatigue Resistant Device therapy.,"Elkordy SA, Fayed MMS, Attia KH, Abouelezz AM.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,65-72,PMC7437150,7437150,,7437150,10.1590/2177-6709.25.3.065-072.oar,PMC 7437150.xml,TRUE,FALSE,10.1590/2177-6709.25.3.065-072.oar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,32844970,32844970,MED,10.1590/2177-6709.25.3.031-038.oar,Shear bond strength evaluation of metallic brackets bonded to a CAD/CAM PMMA material compared to traditional prosthetic temporary materials: an in vitro study.,"Garcés GA, Rojas VH, Bravo C, Sampaio CS.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,31-38,PMC7437152,7437152,,7437152,10.1590/2177-6709.25.3.031-038.oar,PMC 7437152.xml,TRUE,FALSE,10.1590/2177-6709.25.3.031-038.oar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
